Web Search interest: data science data scientist analytics google analytics machine learning
Worldwide 2004 - present

Interest over time
Week,data science,data scientist,analytics,google analytics,machine learning
2014-03-23 - 2014-03-29,2,1,89,49,3
2014-03-30 - 2014-04-05,2,1,89,49,3
2014-04-06 - 2014-04-12,2,1,89,50,4
2014-04-13 - 2014-04-19,2,1,97,45,4
2014-04-20 - 2014-04-26,2,1,79,44,3
2014-04-27 - 2014-05-03,2,1,79,43,3
2014-05-04 - 2014-05-10,2,1,82,45,4
2014-05-11 - 2014-05-17,2,1,83,46,3
2014-05-18 - 2014-05-24,2,1,84,46,3
2014-05-25 - 2014-05-31,2,1,76,42,3
2014-06-01 - 2014-06-07,2,1,84,46,3
2014-06-08 - 2014-06-14,2,1,79,44,3
2014-06-15 - 2014-06-21,2,1,79,43,3
2014-06-22 - 2014-06-28,2,1,80,43,3
2014-06-29 - 2014-07-05,2,1,77,43,3
2014-07-06 - 2014-07-12,2,1,79,44,3
2014-07-13 - 2014-07-19,2,1,79,43,4
2014-07-20 - 2014-07-26,2,1,79,43,3
2014-07-27 - 2014-08-02,2,1,77,42,3
2014-08-03 - 2014-08-09,3,1,80,44,3
2014-08-10 - 2014-08-16,3,2,72,40,4
2014-08-17 - 2014-08-23,3,1,76,42,3
2014-08-24 - 2014-08-30,3,1,78,41,3
2014-08-31 - 2014-09-06,3,1,81,43,4
2014-09-07 - 2014-09-13,3,1,80,42,4
2014-09-14 - 2014-09-20,3,1,82,43,4
2014-09-21 - 2014-09-27,3,1,82,42,4
2014-09-28 - 2014-10-04,3,1,85,45,4
2014-10-05 - 2014-10-11,3,1,83,44,4
2014-10-12 - 2014-10-18,3,1,83,44,4
2014-10-19 - 2014-10-25,3,1,82,43,4
2014-10-26 - 2014-11-01,3,1,83,44,4
2014-11-02 - 2014-11-08,3,1,86,46,4
2014-11-09 - 2014-11-15,3,1,84,45,4
2014-11-16 - 2014-11-22,3,1,84,45,4
2014-11-23 - 2014-11-29,3,1,76,42,4
2014-11-30 - 2014-12-06,3,1,85,46,4
2014-12-07 - 2014-12-13,3,1,80,43,4
2014-12-14 - 2014-12-20,3,1,79,43,4
2014-12-21 - 2014-12-27,2,1,54,29,3
2014-12-28 - 2015-01-03,2,1,54,30,3
2015-01-04 - 2015-01-10,3,1,78,42,4
2015-01-11 - 2015-01-17,3,1,82,44,4
2015-01-18 - 2015-01-24,4,1,82,44,4
2015-01-25 - 2015-01-31,4,2,81,43,4
2015-02-01 - 2015-02-07,4,1,86,46,4
2015-02-08 - 2015-02-14,3,1,85,44,4
2015-02-15 - 2015-02-21,3,1,83,44,4
2015-02-22 - 2015-02-28,3,1,83,43,4
2015-03-01 - 2015-03-07,3,1,84,44,4
2015-03-08 - 2015-03-14,3,1,84,44,5
2015-03-15 - 2015-03-21,3,1,83,44,4
2015-03-22 - 2015-03-28,3,1,86,46,4
2015-03-29 - 2015-04-04,3,1,82,44,5
2015-04-05 - 2015-04-11,3,1,80,43,5
2015-04-12 - 2015-04-18,4,2,81,43,5
2015-04-19 - 2015-04-25,4,1,83,44,5
2015-04-26 - 2015-05-02,4,1,81,44,5
2015-05-03 - 2015-05-09,3,1,82,44,5
2015-05-10 - 2015-05-16,4,1,80,44,5
2015-05-17 - 2015-05-23,3,1,82,44,5
2015-05-24 - 2015-05-30,3,1,76,42,4
2015-05-31 - 2015-06-06,3,2,83,46,5
2015-06-07 - 2015-06-13,4,1,79,44,5
2015-06-14 - 2015-06-20,4,1,78,43,5
2015-06-21 - 2015-06-27,4,1,78,42,5
2015-06-28 - 2015-07-04,3,1,77,42,5
2015-07-05 - 2015-07-11,3,1,77,41,4
2015-07-12 - 2015-07-18,3,1,75,40,5
2015-07-19 - 2015-07-25,3,1,75,40,5
2015-07-26 - 2015-08-01,4,2,74,40,5
2015-08-02 - 2015-08-08,4,1,75,41,5
2015-08-09 - 2015-08-15,4,2,72,39,5
2015-08-16 - 2015-08-22,4,2,74,39,5
2015-08-23 - 2015-08-29,4,2,73,38,5
2015-08-30 - 2015-09-05,5,2,77,40,5
2015-09-06 - 2015-09-12,5,2,74,40,5
2015-09-13 - 2015-09-19,5,2,74,40,6
2015-09-20 - 2015-09-26,5,2,74,39,5
2015-09-27 - 2015-10-03,5,2,75,40,5
2015-10-04 - 2015-10-10,5,2,77,41,6
2015-10-11 - 2015-10-17,4,2,74,39,6
2015-10-18 - 2015-10-24,4,3,74,39,6
2015-10-25 - 2015-10-31,4,2,76,39,6
2015-11-01 - 2015-11-07,5,2,77,41,6
2015-11-08 - 2015-11-14,4,2,70,38,7
2015-11-15 - 2015-11-21,4,2,75,40,7
2015-11-22 - 2015-11-28,4,1,67,37,6
2015-11-29 - 2015-12-05,4,2,76,41,6
2015-12-06 - 2015-12-12,4,2,71,38,6
2015-12-13 - 2015-12-19,4,2,69,37,6
2015-12-20 - 2015-12-26,3,1,51,27,5
2015-12-27 - 2016-01-02,3,1,45,25,5
2016-01-03 - 2016-01-09,5,2,71,38,6
2016-01-10 - 2016-01-16,5,2,71,38,6
2016-01-17 - 2016-01-23,5,3,74,39,7
2016-01-24 - 2016-01-30,5,2,74,39,7
2016-01-31 - 2016-02-06,5,2,77,41,7
2016-02-07 - 2016-02-13,5,2,72,39,6
2016-02-14 - 2016-02-20,5,2,73,38,6
2016-02-21 - 2016-02-27,5,2,73,39,7
2016-02-28 - 2016-03-05,5,2,75,41,7
2016-03-06 - 2016-03-12,5,2,75,40,7
2016-03-13 - 2016-03-19,5,2,71,39,7
2016-03-20 - 2016-03-26,5,2,65,36,7
2016-03-27 - 2016-04-02,5,2,68,37,7
2016-04-03 - 2016-04-09,5,2,71,39,8
2016-04-10 - 2016-04-16,5,2,71,39,8
2016-04-17 - 2016-04-23,5,2,71,39,8
2016-04-24 - 2016-04-30,5,2,70,38,8
2016-05-01 - 2016-05-07,5,2,67,37,7
2016-05-08 - 2016-05-14,6,4,71,38,7
2016-05-15 - 2016-05-21,5,3,69,38,8
2016-05-22 - 2016-05-28,5,2,70,38,8
2016-05-29 - 2016-06-04,5,2,71,40,7


Top regions for data science
Region,data science,data scientist,analytics,google analytics,machine learning
India,100,99,97,68,100
Nigeria,94,0,0,0,0
Singapore,72,100,94,73,98
United States,60,58,69,65,47
Pakistan,55,0,42,43,57
Philippines,53,0,31,32,18
Hong Kong,46,0,62,65,73
South Africa,40,0,53,50,29
Ireland,37,0,82,78,42
United Kingdom,36,26,86,85,30
Australia,34,30,68,71,31
Canada,32,31,73,72,35
South Korea,32,0,25,21,100
New Zealand,29,0,63,69,30
Malaysia,25,0,26,26,29
Iran,23,0,0,0,57
Switzerland,20,0,58,59,39
Netherlands,19,21,100,88,24
Taiwan,18,0,29,37,50
Belgium,13,0,57,59,22
China,12,0,11,12,54
Germany,10,12,47,43,20
France,8,23,58,57,15
Spain,8,0,79,64,14
Indonesia,7,0,14,16,10
Italy,7,10,57,42,13
Russia,6,0,23,23,13
Mexico,5,0,18,18,7
Poland,5,0,29,24,9
Brazil,4,0,34,26,7
Japan,4,0,22,20,12
Turkey,3,0,28,20,9
United Arab Emirates,0,0,39,37,0
Argentina,0,0,24,21,6
Austria,0,0,48,50,20
Bangladesh,0,0,0,46,0
Bulgaria,0,0,46,41,0
Belarus,0,0,0,34,0
Chile,0,0,25,24,0
Colombia,0,0,22,23,10
Czech Republic,0,0,79,80,22
Denmark,0,0,64,60,26
Estonia,0,0,91,100,0
Egypt,0,0,12,12,21
Finland,0,0,53,52,29
Greece,0,0,73,61,29
Croatia,0,0,46,47,0
Hungary,0,0,34,29,0
Israel,0,0,69,62,63
Lithuania,0,0,62,54,0
Latvia,0,0,64,67,0
Morocco,0,0,30,32,0
Norway,0,0,50,53,23
Peru,0,0,17,19,0
Portugal,0,0,48,44,24
Romania,0,0,54,45,15
Serbia,0,0,44,45,0
Saudi Arabia,0,0,0,0,11
Sweden,0,0,62,60,27
Slovenia,0,0,59,60,0
Slovakia,0,0,41,40,0
Thailand,0,0,13,15,10
Ukraine,0,0,41,40,9
Venezuela,0,0,11,12,0
Vietnam,0,0,26,31,10

Top regions for data scientist
Region,data science,data scientist,analytics,google analytics,machine learning
Singapore,72,100,94,73,98
India,100,99,97,68,100
United States,60,58,69,65,47
Canada,32,31,73,72,35
Australia,34,30,68,71,31
United Kingdom,36,26,86,85,30
France,8,23,58,57,15
Netherlands,19,21,100,88,24
Germany,10,12,47,43,20
Italy,7,10,57,42,13
United Arab Emirates,0,0,39,37,0
Argentina,0,0,24,21,6
Austria,0,0,48,50,20
Bangladesh,0,0,0,46,0
Belgium,13,0,57,59,22
Bulgaria,0,0,46,41,0
Brazil,4,0,34,26,7
Belarus,0,0,0,34,0
Switzerland,20,0,58,59,39
Chile,0,0,25,24,0
China,12,0,11,12,54
Colombia,0,0,22,23,10
Czech Republic,0,0,79,80,22
Denmark,0,0,64,60,26
Estonia,0,0,91,100,0
Egypt,0,0,12,12,21
Spain,8,0,79,64,14
Finland,0,0,53,52,29
Greece,0,0,73,61,29
Hong Kong,46,0,62,65,73
Croatia,0,0,46,47,0
Hungary,0,0,34,29,0
Indonesia,7,0,14,16,10
Ireland,37,0,82,78,42
Israel,0,0,69,62,63
Iran,23,0,0,0,57
Japan,4,0,22,20,12
South Korea,32,0,25,21,100
Lithuania,0,0,62,54,0
Latvia,0,0,64,67,0
Morocco,0,0,30,32,0
Mexico,5,0,18,18,7
Malaysia,25,0,26,26,29
Nigeria,94,0,0,0,0
Norway,0,0,50,53,23
New Zealand,29,0,63,69,30
Peru,0,0,17,19,0
Philippines,53,0,31,32,18
Pakistan,55,0,42,43,57
Poland,5,0,29,24,9
Portugal,0,0,48,44,24
Romania,0,0,54,45,15
Serbia,0,0,44,45,0
Russia,6,0,23,23,13
Saudi Arabia,0,0,0,0,11
Sweden,0,0,62,60,27
Slovenia,0,0,59,60,0
Slovakia,0,0,41,40,0
Thailand,0,0,13,15,10
Turkey,3,0,28,20,9
Taiwan,18,0,29,37,50
Ukraine,0,0,41,40,9
Venezuela,0,0,11,12,0
Vietnam,0,0,26,31,10
South Africa,40,0,53,50,29

Top regions for analytics
Region,data science,data scientist,analytics,google analytics,machine learning
Netherlands,19,21,100,88,24
India,100,99,97,68,100
Singapore,72,100,94,73,98
Estonia,0,0,91,100,0
United Kingdom,36,26,86,85,30
Ireland,37,0,82,78,42
Spain,8,0,79,64,14
Czech Republic,0,0,79,80,22
Canada,32,31,73,72,35
Greece,0,0,73,61,29
Israel,0,0,69,62,63
United States,60,58,69,65,47
Australia,34,30,68,71,31
Latvia,0,0,64,67,0
Denmark,0,0,64,60,26
New Zealand,29,0,63,69,30
Lithuania,0,0,62,54,0
Hong Kong,46,0,62,65,73
Sweden,0,0,62,60,27
Slovenia,0,0,59,60,0
Switzerland,20,0,58,59,39
France,8,23,58,57,15
Italy,7,10,57,42,13
Belgium,13,0,57,59,22
Romania,0,0,54,45,15
Finland,0,0,53,52,29
South Africa,40,0,53,50,29
Norway,0,0,50,53,23
Portugal,0,0,48,44,24
Austria,0,0,48,50,20
Germany,10,12,47,43,20
Croatia,0,0,46,47,0
Bulgaria,0,0,46,41,0
Serbia,0,0,44,45,0
Pakistan,55,0,42,43,57
Slovakia,0,0,41,40,0
Ukraine,0,0,41,40,9
United Arab Emirates,0,0,39,37,0
Hungary,0,0,34,29,0
Brazil,4,0,34,26,7
Philippines,53,0,31,32,18
Morocco,0,0,30,32,0
Poland,5,0,29,24,9
Taiwan,18,0,29,37,50
Turkey,3,0,28,20,9
Malaysia,25,0,26,26,29
Vietnam,0,0,26,31,10
South Korea,32,0,25,21,100
Chile,0,0,25,24,0
Argentina,0,0,24,21,6
Russia,6,0,23,23,13
Colombia,0,0,22,23,10
Japan,4,0,22,20,12
Mexico,5,0,18,18,7
Peru,0,0,17,19,0
Indonesia,7,0,14,16,10
Thailand,0,0,13,15,10
Egypt,0,0,12,12,21
China,12,0,11,12,54
Venezuela,0,0,11,12,0
Bangladesh,0,0,0,46,0
Belarus,0,0,0,34,0
Iran,23,0,0,0,57
Nigeria,94,0,0,0,0
Saudi Arabia,0,0,0,0,11

Top regions for google analytics
Region,data science,data scientist,analytics,google analytics,machine learning
Estonia,0,0,91,100,0
Netherlands,19,21,100,88,24
United Kingdom,36,26,86,85,30
Czech Republic,0,0,79,80,22
Ireland,37,0,82,78,42
Singapore,72,100,94,73,98
Canada,32,31,73,72,35
Australia,34,30,68,71,31
New Zealand,29,0,63,69,30
India,100,99,97,68,100
Latvia,0,0,64,67,0
United States,60,58,69,65,47
Hong Kong,46,0,62,65,73
Spain,8,0,79,64,14
Israel,0,0,69,62,63
Greece,0,0,73,61,29
Denmark,0,0,64,60,26
Slovenia,0,0,59,60,0
Sweden,0,0,62,60,27
Belgium,13,0,57,59,22
Switzerland,20,0,58,59,39
France,8,23,58,57,15
Lithuania,0,0,62,54,0
Norway,0,0,50,53,23
Finland,0,0,53,52,29
Austria,0,0,48,50,20
South Africa,40,0,53,50,29
Croatia,0,0,46,47,0
Bangladesh,0,0,0,46,0
Romania,0,0,54,45,15
Serbia,0,0,44,45,0
Portugal,0,0,48,44,24
Pakistan,55,0,42,43,57
Germany,10,12,47,43,20
Italy,7,10,57,42,13
Bulgaria,0,0,46,41,0
Ukraine,0,0,41,40,9
Slovakia,0,0,41,40,0
Taiwan,18,0,29,37,50
United Arab Emirates,0,0,39,37,0
Belarus,0,0,0,34,0
Philippines,53,0,31,32,18
Morocco,0,0,30,32,0
Vietnam,0,0,26,31,10
Hungary,0,0,34,29,0
Malaysia,25,0,26,26,29
Brazil,4,0,34,26,7
Poland,5,0,29,24,9
Chile,0,0,25,24,0
Russia,6,0,23,23,13
Colombia,0,0,22,23,10
South Korea,32,0,25,21,100
Argentina,0,0,24,21,6
Japan,4,0,22,20,12
Turkey,3,0,28,20,9
Peru,0,0,17,19,0
Mexico,5,0,18,18,7
Indonesia,7,0,14,16,10
Thailand,0,0,13,15,10
Egypt,0,0,12,12,21
China,12,0,11,12,54
Venezuela,0,0,11,12,0
Iran,23,0,0,0,57
Nigeria,94,0,0,0,0
Saudi Arabia,0,0,0,0,11

Top regions for machine learning
Region,data science,data scientist,analytics,google analytics,machine learning
India,100,99,97,68,100
South Korea,32,0,25,21,100
Singapore,72,100,94,73,98
Hong Kong,46,0,62,65,73
Israel,0,0,69,62,63
Iran,23,0,0,0,57
Pakistan,55,0,42,43,57
China,12,0,11,12,54
Taiwan,18,0,29,37,50
United States,60,58,69,65,47
Ireland,37,0,82,78,42
Switzerland,20,0,58,59,39
Canada,32,31,73,72,35
Australia,34,30,68,71,31
United Kingdom,36,26,86,85,30
New Zealand,29,0,63,69,30
Greece,0,0,73,61,29
Malaysia,25,0,26,26,29
South Africa,40,0,53,50,29
Finland,0,0,53,52,29
Sweden,0,0,62,60,27
Denmark,0,0,64,60,26
Portugal,0,0,48,44,24
Netherlands,19,21,100,88,24
Norway,0,0,50,53,23
Belgium,13,0,57,59,22
Czech Republic,0,0,79,80,22
Egypt,0,0,12,12,21
Germany,10,12,47,43,20
Austria,0,0,48,50,20
Philippines,53,0,31,32,18
France,8,23,58,57,15
Romania,0,0,54,45,15
Spain,8,0,79,64,14
Russia,6,0,23,23,13
Italy,7,10,57,42,13
Japan,4,0,22,20,12
Saudi Arabia,0,0,0,0,11
Vietnam,0,0,26,31,10
Thailand,0,0,13,15,10
Indonesia,7,0,14,16,10
Colombia,0,0,22,23,10
Ukraine,0,0,41,40,9
Poland,5,0,29,24,9
Turkey,3,0,28,20,9
Brazil,4,0,34,26,7
Mexico,5,0,18,18,7
Argentina,0,0,24,21,6
United Arab Emirates,0,0,39,37,0
Bangladesh,0,0,0,46,0
Bulgaria,0,0,46,41,0
Belarus,0,0,0,34,0
Chile,0,0,25,24,0
Estonia,0,0,91,100,0
Croatia,0,0,46,47,0
Hungary,0,0,34,29,0
Lithuania,0,0,62,54,0
Latvia,0,0,64,67,0
Morocco,0,0,30,32,0
Nigeria,94,0,0,0,0
Peru,0,0,17,19,0
Serbia,0,0,44,45,0
Slovenia,0,0,59,60,0
Slovakia,0,0,41,40,0
Venezuela,0,0,11,12,0


Top cities for data science
City,data science
Bangalore (India),100
Hyderabad (India),91
Chennai (India),84
San Jose (United States),69
San Francisco (United States),61
Boston (United States),48
Seattle (United States),48
New York (United States),47
Washington (United States),46
Austin (United States),42
Singapore (Singapore),42
Howrah (India),40
Mumbai (India),40
San Diego (United States),39
Pune (India),39

Top cities for data scientist
City,data scientist
New Okhla Industrial Development Area (India),100
Bangalore (India),94
Hyderabad (India),78
San Jose (United States),60
Chennai (India),51
San Francisco (United States),49
Singapore (Singapore),39
Austin (United States),33
Mumbai (India),32
Boston (United States),32
Seattle (United States),32
New York (United States),31
Sydney (Australia),28
San Diego (United States),28
Pune (India),26

Top cities for analytics
City,analytics
Bangalore (India),100
Hyderabad (India),76
Chennai (India),70
San Francisco (United States),69
Barcelona (Spain),69
London (United Kingdom),63
Singapore (Singapore),62
New York (United States),61
Mumbai (India),59
Dublin (Ireland),55
Amsterdam (Netherlands),54
Toronto (Canada),54
Stockholm (Sweden),53
Sydney (Australia),51
Montreal (Canada),50

Top cities for google analytics
City,google analytics
San Francisco (United States),100
London (United Kingdom),96
Barcelona (Spain),95
New York (United States),86
Sydney (Australia),85
Stockholm (Sweden),85
Montreal (Canada),84
Dublin (Ireland),84
Toronto (Canada),82
Bangalore (India),81
Amsterdam (Netherlands),80
Hyderabad (India),80
Melbourne (Australia),79
Singapore (Singapore),78
Seattle (United States),77

Top cities for machine learning
City,machine learning
Cambridge (United States),100
Pittsburgh (United States),86
Bangalore (India),58
San Jose (United States),45
Hyderabad (India),37
Chennai (India),36
Seoul (South Korea),32
Beijing (China),31
San Francisco (United States),29
Seattle (United States),28
Singapore (Singapore),28
Boston (United States),22
San Diego (United States),20
Austin (United States),19
Mumbai (India),18



Top searches for data science
computer science,100
what is science,55
what is data,55
data analysis,40
big data science,35
big data,30
data science jobs,25
data analytics,25
data mining,25
data scientist,20
data science definition,20
data definition,20
data science masters,20
data science course,20
data science journal,15
coursera data science,15
python data science,15
data structures,15
science data table,15
master data science,15
data science degree,10
data science projects,10
data science courses,10
definition of data,10
data science international,10
data science salary,10
ms data science,10
data science phd,10
data science programs,10
quantitative data,10
qualitative data,10
data science berkeley,10
data science books,10
facebook data science,5
data science conference,5
big data analytics,5
data science certificate,5
stanford data science,5
data science news,5
learn data science,5


Top searches for data scientist
data scientist salary,100
data scientist jobs,80
data science,70
data scientist job,50
big data scientist,40
data analyst,35
data scientists,25
google data scientist,20
it data scientist,20
linkedin data scientist,20
data scientist course,20
data scientist interview,15
computer scientist,15
data scientist certification,15
data scientist skills,10
data scientist training,10
data scientist degree,10
data scientist career,10
data science jobs,10
data analyst salary,10
senior data scientist,10
glassdoor data scientist,10
data scientist courses,10
data scientist definition,10
chief data scientist,10
data scientist resume,5
junior data scientist,5


Top searches for analytics
google analytics,100
data analytics,5
adwords,5
web analytics,5
webmaster,5
facebook analytics,5
business analytics,5
google adwords,0
analytics twitter,0
google webmaster,0
adsense,0
webmaster tools,0
website analytics,0
google analytics wordpress,0
google analytics code,0
analytics login,0
google webmaster tools,0
youtube analytics,0
google web analytics,0
google analytics login,0
analytics search,0
big data,0
big data analytics,0
marketing analytics,0
google adsense,0
analytics api,0
seo,0
predictive analytics,0
google analytics account,0
google analytics api,0
video analytics,0
joomla analytics,0
sas analytics,0
social media analytics,0
google analytics joomla,0
google analytics id,0
universal analytics,0
advanced analytics,0
cloud analytics,0
global analytics,0
instagram analytics,0
google analytics tutorial,0
strategy analytics,0
google trends,0
google tag manager,0


Top searches for google analytics
adwords,100
google adwords,100
webmaster,90
google webmaster,90
wordpress google analytics,75
google analytics code,65
google webmaster tools,60
webmaster tools,60
web analytics,55
google web analytics,55
google analytics login,50
google adsense,45
adsense,45
google analytics api,35
google account,35
google analytics account,35
twitter analytics,25
google analytics blog,25
google analytics tool,25
google analytics joomla,20
google analytics id,20
google analytics mobile,15
bounce rate,15
google analytics tutorial,10
google trends,10
google tag manager,10
google analytic,10
google analytics certification,10
google ads,10
google analytics dashboard,10
google universal analytics,10
google analytics events,10
google keyword tool,10
drupal google analytics,10
google analytics training,10
google analitics,5
google analytics help,5


Top searches for machine learning
machine learning pdf,100
machine learning algorithms,80
python machine learning,80
google machine learning,65
coursera machine learning,65
machine learning r,65
data mining,60
machine learning algorithm,55
pattern recognition,55
machine learning classification,50
machine learning stanford,50
online machine learning,45
machine learning tutorial,45
machine learning course,40
matlab machine learning,35
machine learning book,35
uci machine learning,35
machine learning techniques,35
machine learning introduction,35
statistical machine learning,30
java machine learning,30
machine learning software,30
machine learning jobs,30
amazon machine learning,30
azure machine learning,25
machine learning repository,25
learn machine learning,25
machine learning applications,25
machine learning methods,25
support vector machine,25
machine learning conference,25
bayesian machine learning,25
andrew ng,25
mitchell machine learning,25
weka machine learning,25
machine learning library,25
svm machine learning,25
machine learning models,20
neural networks,20
machine learning wiki,20
microsoft machine learning,20
machine learning books,20
machine learning tools,20
mit machine learning,20



Rising searches for data science
big data,Breakout
big data science,Breakout
coursera data science,Breakout
data analytics,Breakout
data scientist,+1,150%
data science masters,+950%
data science course,+650%
what is science,+400%
what is data,+350%
data science jobs,+300%


Rising searches for data scientist
big data scientist,Breakout
data scientist course,Breakout
data scientist interview,Breakout
google data scientist,Breakout
it data scientist,Breakout
linkedin data scientist,Breakout
data scientist salary,+200%
data scientist jobs,+120%
data science,+100%


Rising searches for analytics
adwords,Breakout
analytics twitter,Breakout
facebook analytics,Breakout
google analytics,Breakout
google analytics wordpress,Breakout
google webmaster,Breakout
webmaster,Breakout
webmaster tools,Breakout
google adwords,+2,500%
adsense,+2,250%


Rising searches for google analytics
adsense,Breakout
google adwords,Breakout
google analytics api,Breakout
google analytics code,Breakout
google analytics login,Breakout
google webmaster,Breakout
google webmaster tools,Breakout
web analytics,Breakout
webmaster,Breakout
webmaster tools,Breakout


Rising searches for machine learning
coursera machine learning,Breakout
python machine learning,+1,400%
google machine learning,+1,200%
machine learning r,+700%
machine learning stanford,+600%
machine learning pdf,+400%
pattern recognition,+250%
machine learning course,+200%
online machine learning,+170%
machine learning algorithms,+50%



